종류,가격(원),거래량(원),거래일,거래일(주)
XRP,614.456604,1095711321665,2023-05-24,20230523
XRP,598.228455,1357658753561,2023-05-25,20230523
XRP,604.017334,928478279844,2023-05-26,20230523
XRP,620.874084,1254466532630,2023-05-27,20230523
XRP,624.982727,840295368110,2023-05-28,20230523
XRP,639.070374,755213780387,2023-05-29,20230523
XRP,654.661682,1377751531670,2023-05-30,20230530
XRP,689.018372,2798630843245,2023-05-31,20230530
XRP,684.031128,2096469269940,2023-06-01,20230530
XRP,666.196167,1438846115694,2023-06-02,20230530
XRP,686.286926,1398642440706,2023-06-03,20230530
XRP,678.349915,894645304670,2023-06-04,20230530
XRP,699.974976,1232264473785,2023-06-05,20230530
XRP,663.918884,2701855606784,2023-06-06,20230606
XRP,689.364136,2074017872961,2023-06-07,20230606
XRP,680.017395,2158836382197,2023-06-08,20230606
XRP,680.168518,1237054304044,2023-06-09,20230606
XRP,692.665405,1588760799074,2023-06-10,20230606
XRP,654.397827,2717146404058,2023-06-11,20230606
XRP,671.170471,1066356567989,2023-06-12,20230606
XRP,675.514893,1540811354930,2023-06-13,20230613
XRP,659.440857,3319108928136,2023-06-14,20230613
XRP,611.963745,2239573093500,2023-06-15,20230613
XRP,609.929321,1500161175074,2023-06-16,20230613
XRP,607.666199,1489496947851,2023-06-17,20230613
XRP,612.836243,812002007123,2023-06-18,20230613
XRP,622.719177,950202713788,2023-06-19,20230613
XRP,633.316528,1117822121927,2023-06-20,20230620
XRP,635.156128,1383390560212,2023-06-21,20230620
XRP,645.260376,1682941916649,2023-06-22,20230620
XRP,642.742798,1971338856724,2023-06-23,20230620
XRP,649.764099,1450493207192,2023-06-24,20230620
XRP,637.799744,908171172791,2023-06-25,20230620
XRP,641.611389,891503329068,2023-06-26,20230620
XRP,624.886353,1242684927523,2023-06-27,20230627
XRP,627.830811,1099124703280,2023-06-28,20230627
XRP,609.131226,1295717098652,2023-06-29,20230627
XRP,628.244202,951266954229,2023-06-30,20230627
XRP,623.975769,1661047615864,2023-07-01,20230627
XRP,623.297913,970668667454,2023-07-02,20230627
XRP,637.738708,1519894731412,2023-07-03,20230627
XRP,639.568542,1384779046970,2023-07-04,20230704
XRP,632.472168,1091196784394,2023-07-05,20230704
XRP,623.652466,1238967237832,2023-07-06,20230704
XRP,607.286743,1244313790761,2023-07-07,20230704
XRP,608.766846,886656561047,2023-07-08,20230704
XRP,611.206482,531717330889,2023-07-09,20230704
XRP,608.352112,421890630878,2023-07-10,20230704
XRP,620.898926,1151324819032,2023-07-11,20230711
XRP,614.562622,834057935605,2023-07-12,20230711
XRP,600.67041,912674936911,2023-07-13,20230711
XRP,1033.214111,13175307125373,2023-07-14,20230711
XRP,912.846985,8961737605697,2023-07-15,20230711
XRP,905.385864,4277575444298,2023-07-16,20230711
XRP,948.02063,4998223139431,2023-07-17,20230711
XRP,935.656494,3172524815544,2023-07-18,20230718
XRP,986.34375,3322663907766,2023-07-19,20230718
XRP,1039.072021,5006873373498,2023-07-20,20230718
XRP,1015.380798,3635901720555,2023-07-21,20230718
XRP,993.940247,2394097360870,2023-07-22,20230718
XRP,943.484192,2107265310761,2023-07-23,20230718
XRP,950.425903,1983227855359,2023-07-24,20230718
XRP,900.157959,2903524870404,2023-07-25,20230725
XRP,904.398987,2310824185932,2023-07-26,20230725
XRP,912.962219,2138678555836,2023-07-27,20230725
XRP,916.477173,1900709684059,2023-07-28,20230725
XRP,907.369263,1344579521308,2023-07-29,20230725
XRP,907.58783,924179924245,2023-07-30,20230725
XRP,897.913696,1685055045510,2023-07-31,20230725
XRP,892.902283,1903044467505,2023-08-01,20230801
XRP,911.877197,1854244028756,2023-08-02,20230801
XRP,888.106323,1467662727434,2023-08-03,20230801
XRP,861.735413,1835456131712,2023-08-04,20230801
XRP,828.768188,1750109016371,2023-08-05,20230801
XRP,819.489258,1489401708824,2023-08-06,20230801
XRP,812.537842,1107219157940,2023-08-07,20230801
XRP,813.549805,1854227788379,2023-08-08,20230808
XRP,846.062012,1706899518350,2023-08-09,20230808
XRP,846.037964,2182193575029,2023-08-10,20230808
XRP,834.689819,1528373858349,2023-08-11,20230808
XRP,840.506714,1178533158412,2023-08-12,20230808
XRP,834.559387,691331591707,2023-08-13,20230808
XRP,833.097351,845332983287,2023-08-14,20230808
XRP,847.187622,1254627652164,2023-08-15,20230815
XRP,816.292236,1648024025306,2023-08-16,20230815
XRP,790.524841,2268916201181,2023-08-17,20230815
XRP,679.48407,3250329614580,2023-08-18,20230815
XRP,678.255249,2907189408780,2023-08-19,20230815
XRP,696.386292,1392365101967,2023-08-20,20230815
XRP,723.083801,1972288470144,2023-08-21,20230815
XRP,703.379456,1938096703214,2023-08-22,20230822
XRP,698.331116,1645067185062,2023-08-23,20230822
XRP,704.67218,1340359029968,2023-08-24,20230822
XRP,688.70575,1171220396021,2023-08-25,20230822
XRP,697.070557,1413924798055,2023-08-26,20230822
XRP,693.393738,716817635790,2023-08-27,20230822
XRP,693.889282,774574894601,2023-08-28,20230822
XRP,692.603027,1115308172365,2023-08-29,20230829
XRP,713.37207,1939853712366,2023-08-30,20230829
XRP,699.345398,1281053629414,2023-08-31,20230829
XRP,677.136475,1424733554487,2023-09-01,20230829
XRP,656.686951,1446608728395,2023-09-02,20230829
XRP,658.026855,872354265162,2023-09-03,20230829
XRP,666.276794,821352087484,2023-09-04,20230829
XRP,671.420532,1113719969167,2023-09-05,20230905
XRP,673.24115,1000147428337,2023-09-06,20230905
XRP,671.562073,1032536926450,2023-09-07,20230905
XRP,673.994568,933999299783,2023-09-08,20230905
XRP,674.636475,948049540948,2023-09-09,20230905
XRP,673.306458,480730562433,2023-09-10,20230905
XRP,665.24054,676516538874,2023-09-11,20230905
XRP,628.426392,1696886137763,2023-09-12,20230912
XRP,636.811646,1359197176185,2023-09-13,20230912
XRP,643.800415,1196892992814,2023-09-14,20230912
XRP,650.028076,1040869666579,2023-09-15,20230912
XRP,665.86853,1265322580578,2023-09-16,20230912
XRP,664.545959,687798105483,2023-09-17,20230912
XRP,655.4599,665358354241,2023-09-18,20230912
XRP,665.077515,1262691687713,2023-09-19,20230919
XRP,683.258484,1303909825743,2023-09-20,20230919
XRP,695.144714,1441600329538,2023-09-21,20230919
XRP,680.503174,1503141881966,2023-09-22,20230919
XRP,684.536987,952261493895,2023-09-23,20230919
XRP,678.557983,510790848712,2023-09-24,20230919
XRP,671.021362,540425389094,2023-09-25,20230919
XRP,677.040405,1142494610874,2023-09-26,20230926
XRP,679.468445,1059585499285,2023-09-27,20230926
XRP,675.910828,1013172127997,2023-09-28,20230926
XRP,687.017029,1060489583168,2023-09-29,20230926
XRP,705.849609,2329121435916,2023-09-30,20230926
XRP,697.307373,736811988326,2023-10-01,20230926
XRP,709.215515,743344803040,2023-10-02,20230926
XRP,694.907227,1282743022329,2023-10-03,20231003
XRP,732.241211,1640977729379,2023-10-04,20231003
XRP,720.49823,1984018770561,2023-10-05,20231003
XRP,704.775208,1109541270136,2023-10-06,20231003
XRP,707.390259,920212059218,2023-10-07,20231003
XRP,701.626404,432226423515,2023-10-08,20231003
XRP,696.325806,479195803464,2023-10-09,20231003
XRP,678.095459,1333814757808,2023-10-10,20231010
XRP,667.831116,900328402028,2023-10-11,20231010
XRP,654.489563,1063401975244,2023-10-12,20231010
XRP,651.84436,1096746697647,2023-10-13,20231010
XRP,657.18219,942971312079,2023-10-14,20231010
XRP,658.637878,483478813091,2023-10-15,20231010
XRP,660.090515,521567308099,2023-10-16,20231010
XRP,671.350769,1459504966461,2023-10-17,20231017
XRP,665.457214,1046770162605,2023-10-18,20231017
XRP,661.837158,995660745404,2023-10-19,20231017
XRP,705.791443,1879397765697,2023-10-20,20231017
XRP,696.775635,1849646935622,2023-10-21,20231017
XRP,703.850098,886486339151,2023-10-22,20231017
XRP,705.535339,751299889090,2023-10-23,20231017
XRP,734.001038,2280530474473,2023-10-24,20231024
XRP,750.739319,3637088686214,2023-10-25,20231024
XRP,751.36792,1889502365216,2023-10-26,20231024
XRP,748.214294,1893569095617,2023-10-27,20231024
XRP,740.640625,1422527406223,2023-10-28,20231024
XRP,739.67041,768695436634,2023-10-29,20231024
XRP,754.584167,888797580657,2023-10-30,20231024
XRP,779.555237,2056946201575,2023-10-31,20231031
XRP,811.513306,2998543216703,2023-11-01,20231031
XRP,821.82251,2399815773074,2023-11-02,20231031
XRP,809.180969,2437413798790,2023-11-03,20231031
XRP,802.428162,1837244971846,2023-11-04,20231031
XRP,806.593933,1062099727888,2023-11-05,20231031
XRP,865.39032,2517456030506,2023-11-06,20231031
XRP,929.154358,4276868329749,2023-11-07,20231107
XRP,895.737061,3671765106332,2023-11-08,20231107
XRP,900.771545,2317725556167,2023-11-09,20231107
XRP,879.197266,4336225973968,2023-11-10,20231107
XRP,872.071045,2653305966606,2023-11-11,20231107
XRP,874.922363,2316845808265,2023-11-12,20231107
XRP,872.384949,1303617075757,2023-11-13,20231107
XRP,886.132874,4076246101853,2023-11-14,20231114
XRP,821.876404,3000687262093,2023-11-15,20231114
XRP,846.401489,1877597771899,2023-11-16,20231114
XRP,791.437866,2270765736536,2023-11-17,20231114
XRP,795.610962,1895962489776,2023-11-18,20231114
XRP,792.333618,1084752322396,2023-11-19,20231114
XRP,813.386353,1245343432618,2023-11-20,20231114
XRP,789.695313,1483634939367,2023-11-21,20231121
XRP,752.371521,2157830204201,2023-11-22,20231121
XRP,795.653137,1732577874687,2023-11-23,20231121
XRP,817.652649,1626204753770,2023-11-24,20231121
XRP,810.933838,1591905158106,2023-11-25,20231121
XRP,812.971497,788276449215,2023-11-26,20231121
XRP,805.353088,1470374870118,2023-11-27,20231121
XRP,784.441772,1570178644155,2023-11-28,20231128
XRP,787.567078,1390850738624,2023-11-29,20231128
XRP,786.495422,1354576166912,2023-11-30,20231128
